CONTROLE;CODIGO_CEST;NCM_SH;DESCRICAO;GRUPO;DESCRICAO_GRUPO;NCM
969;28.043.00;84;Produtos de limpeza e conservação doméstica;28;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA ;
969;28.043.00;85;Produtos de limpeza e conservação doméstica;28;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA ;
962;28.036.00;90;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;28;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA ;
963;28.037.00;90;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas,mochilas, frasqueiras,carteiras,porta-cartões,porta-documentos,porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);28;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA ;
963;28.037.00;91;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas,mochilas, frasqueiras,carteiras,porta-cartões,porta-documentos,porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);28;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA ;
966;28.040.00;91;Artigos de casa;28;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA ;
966;28.040.00;94;Artigos de casa;28;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA ;
962;28.036.00;96;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;28;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA ;
966;28.040.00;96;Artigos de casa;28;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA ;
969;28.043.00;96;Produtos de limpeza e conservação doméstica;28;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA ;
81;01.065.00;01.065.00;Interruptores e seccionadores e comutadores;01;AUTOPEÇAS ;0106500
565;17.089.00;0201;Carne  de  gado  bovino,  ovino  e  bufalino  e  produtos  comestíveis resultantes  da  matança  desse  gado  submetidos à salga,  secagem  ou desidratação;17;PRODUTOS ALIMENTÍCIOS ;0201
566;17.089.00;0202;Carne  de  gado  bovino,  ovino  e  bufalino  e  produtos  comestíveis resultantes  da  matança  desse  gado  submetidos à salga,  secagem  ou desidratação;17;PRODUTOS ALIMENTÍCIOS ;0202
573;17.091.00;0203;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados,secos  ou defumados, resultantes do abate de aves e de suínos;17;PRODUTOS ALIMENTÍCIOS ;0203
567;17.089.00;0204;Carne  de  gado  bovino,  ovino  e  bufalino  e  produtos  comestíveis resultantes  da  matança  desse  gado  submetidos à salga,  secagem  ou desidratação;17;PRODUTOS ALIMENTÍCIOS ;0204
572;17.090.00;0204;Carnes de animais das espécies caprina,frescas, refrigeradas ou congeladas;17;PRODUTOS ALIMENTÍCIOS ;0204
568;17.089.00;0206;Carne  de  gado  bovino,  ovino  e  bufalino  e  produtos  comestíveis resultantes  da  matança  desse  gado  submetidos à salga,  secagem  ou desidratação;17;PRODUTOS ALIMENTÍCIOS ;0206
574;17.091.00;0206;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados,secos  ou defumados, resultantes do abate de aves e de suínos;17;PRODUTOS ALIMENTÍCIOS ;0206
575;17.091.00;0207;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados,secos  ou defumados, resultantes do abate de aves e de suínos;17;PRODUTOS ALIMENTÍCIOS ;0207
576;17.091.00;0209;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados,secos  ou defumados, resultantes do abate de aves e de suínos;17;PRODUTOS ALIMENTÍCIOS ;0209
577;17.091.00;0210.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados,secos  ou defumados, resultantes do abate de aves e de suínos;17;PRODUTOS ALIMENTÍCIOS ;02101
569;17.089.00;0210.20.00;Carne  de  gado  bovino,  ovino  e  bufalino  e  produtos  comestíveis resultantes  da  matança  desse  gado  submetidos à salga,  secagem  ou desidratação;17;PRODUTOS ALIMENTÍCIOS ;02102000
570;17.089.00;0210.99.00;Carne  de  gado  bovino,  ovino  e  bufalino  e  produtos  comestíveis resultantes  da  matança  desse  gado  submetidos à salga,  secagem  ou desidratação;17;PRODUTOS ALIMENTÍCIOS ;02109900
578;17.091.00;0210.99.00;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados,secos  ou defumados, resultantes do abate de aves e de suínos;17;PRODUTOS ALIMENTÍCIOS ;02109900
472;17.024.02;0401.10;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg  ;17;PRODUTOS ALIMENTÍCIOS ;040110
452;17.021.00;0401.10.10;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros;17;PRODUTOS ALIMENTÍCIOS ;04011010
454;17.021.01;0401.10.10;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros;17;PRODUTOS ALIMENTÍCIOS ;04011010
460;17.023.00;0401.10.90;Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro;17;PRODUTOS ALIMENTÍCIOS ;04011090
462;17.023.01;0401.10.90;Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro;17;PRODUTOS ALIMENTÍCIOS ;04011090
473;17.024.02;0401.20;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg  ;17;PRODUTOS ALIMENTÍCIOS ;040120
453;17.021.00;0401.20.10;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros;17;PRODUTOS ALIMENTÍCIOS ;04012010
455;17.021.01;0401.20.10;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros;17;PRODUTOS ALIMENTÍCIOS ;04012010
461;17.023.00;0401.20.90;Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro;17;PRODUTOS ALIMENTÍCIOS ;04012090
463;17.023.01;0401.20.90;Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro;17;PRODUTOS ALIMENTÍCIOS ;04012090
456;17.022.00;0401.40.10;Leite em recipiente de conteúdo inferior ou igual a 1 litro;17;PRODUTOS ALIMENTÍCIOS ;04014010
458;17.022.01;0401.40.10;Leite em recipiente de conteúdo superior a 1 litro;17;PRODUTOS ALIMENTÍCIOS ;04014010
464;17.024.00;0401.40.2;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;0401402
468;17.024.01;0401.40.2;Creme de leite, em recipiente de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;0401402
474;17.024.02;0401.50;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg  ;17;PRODUTOS ALIMENTÍCIOS ;040150
457;17.022.00;0401.50.10;Leite em recipiente de conteúdo inferior ou igual a 1 litro;17;PRODUTOS ALIMENTÍCIOS ;04015010
459;17.022.01;0401.50.10;Leite em recipiente de conteúdo superior a 1 litro;17;PRODUTOS ALIMENTÍCIOS ;04015010
445;17.017.00;0402.1;Leite em pó, blocos ou grânulos, exceto creme de leite;17;PRODUTOS ALIMENTÍCIOS ;04021
475;17.024.02;0402.10;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg  ;17;PRODUTOS ALIMENTÍCIOS ;040210
446;17.017.00;0402.2;Leite em pó, blocos ou grânulos, exceto creme de leite;17;PRODUTOS ALIMENTÍCIOS ;04022
465;17.024.00;0402.21.30;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;04022130
469;17.024.01;0402.21.30;Creme de leite, em recipiente de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;04022130
476;17.024.02;0402.29.20;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg  ;17;PRODUTOS ALIMENTÍCIOS ;04022920
466;17.024.00;0402.29.30;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;04022930
470;17.024.01;0402.29.30;Creme de leite, em recipiente de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;04022930
447;17.017.00;0402.9;Leite em pó, blocos ou grânulos, exceto creme de leite;17;PRODUTOS ALIMENTÍCIOS ;04029
467;17.024.00;0402.9;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;04029
471;17.024.01;0402.9;Creme de leite, em recipiente de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;04029
477;17.025.00;0402.9;Leite condensado, em recipiente de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;04029
478;17.025.01;0402.9;Leite condensado, em recipiente de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;04029
479;17.026.00;0403;Iogurte e leite fermentado em recipiente de conteúdo inferior ou igual a 2 litros;17;PRODUTOS ALIMENTÍCIOS ;0403
480;17.026.01;0403;Iogurte e leite fermentado em recipiente de conteúdo superior a 2 litros;17;PRODUTOS ALIMENTÍCIOS ;0403
481;17.027.00;0403.90.00;Coalhada;17;PRODUTOS ALIMENTÍCIOS ;04039000
485;17.030.00;0405.10.00;Manteiga, em embalagem de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;04051000
482;17.028.00;0406;Requeijão e similares, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;0406
483;17.028.01;0406;Requeijão e similares, em recipiente de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;0406
484;17.029.00;0406;Queijos;17;PRODUTOS ALIMENTÍCIOS ;0406
580;17.092.00;0710;Produtos  hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;0710
581;17.092.01;0710;Produtos  hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;0710
582;17.093.00;0811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;0811
583;17.093.01;0811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg;17;PRODUTOS ALIMENTÍCIOS ;0811
596;17.100.00;0901;Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg;17;PRODUTOS ALIMENTÍCIOS ;0901
597;17.100.01;0901;Café torrado e moído, em embalagens de conteúdo superior a 2 kg;17;PRODUTOS ALIMENTÍCIOS ;0901
600;17.101.00;0902;Chá, mesmo aromatizado;17;PRODUTOS ALIMENTÍCIOS ;0902
601;17.102.00;0903.00;Mate;17;PRODUTOS ALIMENTÍCIOS ;090300
514;17.049.00;1101.00.10;Farinha de trigo, em embalagem inferior ou igual a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;11010010
515;17.049.01;1101.00.10;Farinha de trigo, em embalagem superior a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;11010010
516;17.050.00;1101.00.20;Mistura de farinha de trigo;17;PRODUTOS ALIMENTÍCIOS ;11010020
598;17.101.00;1211.90.90;Chá, mesmo aromatizado;17;PRODUTOS ALIMENTÍCIOS ;12119090
684;20.001.00;1211.90.90;Henna (embalagens de conteúdo inferior ou igual a 200 g);20;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS ;12119090
685;20.001.01;1211.90.90;Henna (embalagens de conteúdo superior a 200 g);20;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS ;12119090
579;17.091.00;1501;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados,secos  ou defumados, resultantes do abate de aves e de suínos;17;PRODUTOS ALIMENTÍCIOS ;1501
571;17.089.00;1502;Carne  de  gado  bovino,  ovino  e  bufalino  e  produtos  comestíveis resultantes  da  matança  desse  gado  submetidos à salga,  secagem  ou desidratação;17;PRODUTOS ALIMENTÍCIOS ;1502
539;17.071.00;1507.90.11;Óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;17;PRODUTOS ALIMENTÍCIOS ;15079011
540;17.072.00;1508;Óleo de amendoim refinado, em recipientes com capacidade inferior ou  igual  a  5  litros,  exceto  as  embalagens  individuais  de  conteúdo inferior ou igual a 15 mililitros;17;PRODUTOS ALIMENTÍCIOS ;1508
541;17.073.00;1509;Azeites de oliva, em recipientes com capacidade inferior ou igual a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;17;PRODUTOS ALIMENTÍCIOS ;1509
542;17.073.01;1509;Azeites de oliva, em recipientes com capacidade superior a 2 litros e inferior ou igual a 5 litros;17;PRODUTOS ALIMENTÍCIOS ;1509
543;17.073.02;1509;Azeites de oliva, em recipientes com capacidade superior a 5 litros;17;PRODUTOS ALIMENTÍCIOS ;1509
544;17.074.00;1510.00.00;Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente  modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09,  em recipientes  com capacidade  inferior  ou  igual  a  5  litros,exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;17;PRODUTOS ALIMENTÍCIOS ;15100000
552;17.081.00;1511;Outros óleos vegetais comestíveis não especificados anteriormente;17;PRODUTOS ALIMENTÍCIOS ;1511
545;17.075.00;1512.19.11;Óleo de girassol ou de algodão refinado, em recipientes com capacidade inferior ou igual a 5 litros,exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;17;PRODUTOS ALIMENTÍCIOS ;15121911
546;17.075.00;1512.29.10;Óleo de girassol ou de algodão refinado, em recipientes com capacidade inferior ou igual a 5 litros,exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;17;PRODUTOS ALIMENTÍCIOS ;15122910
550;17.079.00;1512.29.90;Outros  óleos  refinados,  em  recipientes  com capacidade  inferior  ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;17;PRODUTOS ALIMENTÍCIOS ;15122990
553;17.081.00;1513;Outros óleos vegetais comestíveis não especificados anteriormente;17;PRODUTOS ALIMENTÍCIOS ;1513
554;17.081.00;1514;Outros óleos vegetais comestíveis não especificados anteriormente;17;PRODUTOS ALIMENTÍCIOS ;1514
547;17.076.00;1514.1;Óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;17;PRODUTOS ALIMENTÍCIOS ;15141
555;17.081.00;1515;Outros óleos vegetais comestíveis não especificados anteriormente;17;PRODUTOS ALIMENTÍCIOS ;1515
548;17.077.00;1515.19.00;Óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;17;PRODUTOS ALIMENTÍCIOS ;15151900
549;17.078.00;1515.29.10;Óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;17;PRODUTOS ALIMENTÍCIOS ;15152910
556;17.081.00;1516;Outros óleos vegetais comestíveis não especificados anteriormente;17;PRODUTOS ALIMENTÍCIOS ;1516
490;17.033.00;1516.20.00;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados,  interesterificados,  reesterificados  ou  elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g ;17;PRODUTOS ALIMENTÍCIOS ;15162000
491;17.033.01;1516.20.00;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados,  interesterificados,  reesterificados  ou  elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo  superior  a  1  kg,  exceto  as  embalagens  individuais  de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;15162000
486;17.031.00;1517.10.00;Margarina em recipiente de conteúdo inferior ou igual a 500 g, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;15171000
487;17.032.00;1517.10.00;Margarina, em recipiente de conteúdo superior a 500 g e inferior a 1 kg, creme vegetal em recipiente de conteúdo inferior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g ;17;PRODUTOS ALIMENTÍCIOS ;15171000
488;17.032.01;1517.10.00;Margarina e creme vegetal, em recipiente de conteúdo de 1 kg.;17;PRODUTOS ALIMENTÍCIOS ;15171000
489;17.032.02;1517.90;Outras  margarinas  e  cremes  vegetais  em  recipiente  de  conteúdo inferior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;151790
551;17.080.00;1517.90.10;Misturas de óleos refinados, para consumo humano, em recipientes com capacidade  inferior  ou  igual  a  5  litros,  exceto  as  embalagens individuais de conteúdo inferior ou igual a 15 mililitros ;17;PRODUTOS ALIMENTÍCIOS ;15179010
557;17.081.00;1518;Outros óleos vegetais comestíveis não especificados anteriormente;17;PRODUTOS ALIMENTÍCIOS ;1518
558;17.082.00;1601.00.00;Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue; exceto salsicha, linguiça e mortadela;17;PRODUTOS ALIMENTÍCIOS ;16010000
559;17.083.00;1601.00.00;Salsicha e linguiça;17;PRODUTOS ALIMENTÍCIOS ;16010000
560;17.084.00;1601.00.00;Mortadela;17;PRODUTOS ALIMENTÍCIOS ;16010000
561;17.085.00;1602;Outras preparações e conservas de carne, miudezas ou de sangue;17;PRODUTOS ALIMENTÍCIOS ;1602
562;17.086.00;1604;Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe; exceto sardinha em conserva;17;PRODUTOS ALIMENTÍCIOS ;1604
563;17.087.00;1604;Sardinha em conserva;17;PRODUTOS ALIMENTÍCIOS ;1604
564;17.088.00;1605;Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas;17;PRODUTOS ALIMENTÍCIOS ;1605
602;17.103.00;1701.1;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;17011
604;17.103.01;1701.1;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17011
606;17.103.02;1701.1;Açúcar refinado, em embalagens de conteúdo superior a 5 kg;17;PRODUTOS ALIMENTÍCIOS ;17011
611;17.105.00;1701.1;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;17;PRODUTOS ALIMENTÍCIOS ;17011
