Codigo;Descricao dos produtos;Preco_1;Preco_2;Preco_3;Preco_4;Preco_5;Preco_6
00000000000190;AFORT MASSEIRA 40L;43.30;35.99;0.00;0.00;0.00
00000000000191;AFORT MASSEIRA 450L;439.90;366.49;0.00;0.00;0.00
00000000000203;CARTELA DE PARAFUSO DIVERSOS;2.88;2.40;0.00;0.00;0.00
00000000000205;NATRIELLI AGUARRAS 900ML;14.10;11.75;0.00;0.00;0.00
00000000000208;NATRIELLI AGUARRAS 450ML;11.50;9.55;0.00;0.00;0.00
00000000000211;ALIANCA REGULADOR P/GAS 505/01 BT;32.25;27.25;0.00;0.00;0.00
00000000000213;ALIANCA FECHADURA TETRA;202.80;169.00;0.00;0.00;0.00
00000000000214;ALIANCA REGULADOR P/GAS 504/01 BT;44.49;37.40;0.00;0.00;0.00
00000000000216;BRASFORT ALICATE AMPERIMETRO DIGITAL C/ ESTOJO;73.10;60.90;0.00;0.00;0.00
00000000000217;TOCHA ALICATE BICO MEIA CANA 6;17.95;14.95;0.00;0.00;0.00
00000000000218;TOCHA ALICATE BOMBA D AGUA 10 LARANJA BJT041;28.00;23.35;0.00;0.00;0.00
00000000000219;TOCHA ALICATE CORTE DIAGONAL 6 ISOLADO A/CARB;18.30;15.25;0.00;0.00;0.00
00000000000221;GUEPAR ALICATE P/ CRIMPAR 11/12/45 ;53.88;44.90;0.00;0.00;0.00
00000000000222;WORKER ALICATE P/ FURAR COURO;28.90;24.10;0.00;0.00;0.00
00000000000223;GUEPAR ALICATE P/CRIMPAR RG6/RG59 ;65.02;54.20;0.00;0.00;0.00
00000000000234;AMANCO ANEL VED 38;1.20;1.00;0.00;0.00;0.00
00000000000279;AMANCO CABECEIRA DIREITA P/CALHA;20.40;16.99;0.00;0.00;0.00
00000000000280;AMANCO CABECEIRA ESQUERDA P/CALHA;20.40;16.99;0.00;0.00;0.00
00000000000281;AMANCO CAIXA INSP COM TAMPA 300;239.88;199.92;0.00;0.00;0.00
00000000000307;TIGRE CURVA P/ELETRODUTO 180 - 1;11.10;9.25;0.00;0.00;0.00
00000000000308;TIGRE CURVA P/ELETRODUTO 180 - 1 1/2  ;18.20;15.15;0.00;0.00;0.00
00000000000309;AMANCO CURVA P/ELETRODUTO 180 - 1 1/4;13.90;11.60;0.00;0.00;0.00
00000000000310;AMANCO CURVA P/ELETRODUTO 180 - 2;35.95;29.95;0.00;0.00;0.00
00000000000311;AMANCO CURVA P/ELETRODUTO 180 - 3/4;6.40;5.30;0.00;0.00;0.00
00000000000326;AMANCO CURVA P/ELETRODUTO 90 - 1/2;2.00;1.67;0.00;0.00;0.00
00000000000327;AMANCO CURVA P/ELETRODUTO 90 - 3/4;3.60;3.00;0.00;0.00;0.00
00000000000340;TIGRE CURVA P/ELETRODUTO 90 - 1;5.95;4.95;0.00;0.00;0.00
00000000000341;TIGRE CURVA P/ELETRODUTO 90 - 1 1/2;16.70;13.90;0.00;0.00;0.00
00000000000372;AMANCO CX P/ INSPECAP COMPLETA 300MM;350.00;291.69;0.00;0.00;0.00
00000000000399;TIGRE JOELHO 90 BRANCO C/ANEL ;4.45;3.71;0.00;0.00;0.00
00000000000470;AMANCO LUVA P/ELETRODUTO 1/2;1.90;1.55;0.00;0.00;0.00
00000000000471;AMANCO LUVA P/ELETRODUTO 3;15.69;10.50;0.00;0.00;0.00
00000000000472;AMANCO LUVA P/ELETRODUTO 3/4;2.60;2.15;0.00;0.00;0.00
00000000000473;AMANCO LUVA P/ELETRODUTO 4;24.00;20.30;0.00;0.00;0.00
00000000000475;AMANCO LUVA P/ELETRODUTO 1 1/2;5.15;25.00;0.00;0.00;0.00
00000000000477;AMANCO LUVA P/ELETRODUTO 2;8.15;6.80;0.00;0.00;0.00
00000000000478;AMANCO LUVA P/ELETROUTO 2 1/2;14.20;11.83;0.00;0.00;0.00
00000000000480;TIGRE LUVA P/ELETRODUTO 1;3.05;2.55;0.00;0.00;0.00
00000000000482;AMANCO LUVA P/ELETRODUTO 1 1/4;3.95;3.25;0.00;0.00;0.00
00000000000525;PLUG ROSCAVEL 1/2;0.65;0.50;0.00;0.00;0.00
00000000000527;AMANCO ACOPLAMENTO P/ CALHA ;14.70;12.25;0.00;0.00;0.00
00000000000528;AMANCO BOCAL P/ CALHA ;69.05;57.90;0.00;0.00;0.00
00000000000530;AMANCO EMENDA P/ CALHA ;41.95;34.70;0.00;0.00;0.00
00000000000531;AMANCO ESQUADRO EXT P/ CALHA;27.00;22.50;0.00;0.00;0.00
00000000000532;AMANCO ESQUADRO INT P/ CALHA;29.65;24.70;0.00;0.00;0.00
00000000000533;AMANCO JOELHO P/ CALHA 60;27.91;23.26;0.00;0.00;0.00
00000000000534;AMANCO JOELHO P/ CALHA 90;33.15;27.80;0.00;0.00;0.00
00000000000535;AMANCO CALHA C/ 3 MT;106.70;88.90;0.00;0.00;0.00
00000000000539;AMANCO VEDACAO P/ CALHA ;3.50;2.90;0.00;0.00;0.00
00000000000540;AMANCO PORTA GRELHA RED BR 10 X 10;2.80;2.33;0.00;0.00;0.00
00000000000541;AMANCO PORTA GRELHA QUAD BR 10 X 10;3.00;2.50;0.00;0.00;0.00
00000000000542;AMANCO PORTA GRELHA QUAD BR 10 X 10;6.85;5.71;0.00;0.00;0.00
00000000000543;AMANCO PORTA GRELHA QUAD BR 15 X 15;9.90;8.25;0.00;0.00;0.00
00000000000544;AMANCO PORTA GRELHA RED BR 15 X 15;5.45;4.54;0.00;0.00;0.00
00000000000545;AMANCO PORTA TAMPA QUAD BR 25 X 25;21.90;18.25;0.00;0.00;0.00
00000000000546;AMANCO PORTA TAMPA RED BR 25 X 25;8.60;7.17;0.00;0.00;0.00
00000000000548;TIGRE PROLONGAMENTO 150 X 200;11.99;9.99;0.00;0.00;0.00
00000000000549;TIGRE PROLONGAMENTO 250 X 200;25.35;21.13;0.00;0.00;0.00
00000000000618;TIGRE TUBO P/VALVULA DESCARGA C/JOELHO AZUL;12.60;10.50;0.00;0.00;0.00
00000000000619;AMANCO TUBO ELETRODUTO 1/2 - 3M;7.80;6.50;0.00;0.00;0.00
00000000000621;AMANCO TUBO ELETRODUTO 1 1/4 - 3M;40.30;33.60;0.00;0.00;0.00
00000000000622;AMANCO TUBO ELETRODUTO 1.1/2 - 3M;43.15;35.98;0.00;0.00;0.00
00000000000625;AMANCO TUBO ELETRODUTO 1 - 3M;25.15;20.95;0.00;0.00;0.00
00000000000626;AMANCO TUBO ELETRODUTO 2.1/2 - 3M;59.95;49.96;0.00;0.00;0.00
00000000000627;AMANCO TUBO ELETRODUTO 2 - 3M;66.35;55.28;0.00;0.00;0.00
00000000000628;AMANCO TUBO ELETRODUTO 3/4 - 3M;10.05;8.40;0.00;0.00;0.00
00000000000629;AMANCO TUBO ELETRODUTO 3 - 3M;79.87;66.55;0.00;0.00;0.00
00000000000630;AMANCO TUBO ELETRODUTO 4 - 3M;108.00;89.95;0.00;0.00;0.00
00000000000637;AMANCO TUBO P/ESGOTO 150 - 3 M;102.45;85.40;0.00;0.00;0.00
00000000000638;AMANCO TUBO P/ESGOTO 200 - 3M;226.40;188.65;0.00;0.00;0.00
00000000000639;AMANCO TUBO P/ESGOTO 150 - 6 M;186.30;155.25;0.00;0.00;0.00
00000000000640;AMANCO TUBO P/ESGOTO 200 - 6M;452.90;379.90;0.00;0.00;0.00
00000000000641;AMANCO TUBO P/ESGOTO 50 - 3 M;34.20;28.50;0.00;0.00;0.00
00000000000642;AMANCO TUBO P/ESGOTO 75 - 3 M;36.79;30.65;0.00;0.00;0.00
00000000000649;AMANCO TUBO ROSCAVEL 3/4 - 6M;63.60;53.00;0.00;0.00;0.00
00000000000654;AMANCO TUBO SOLDAVEL 40 MM - 6M;60.90;50.75;0.00;0.00;0.00
00000000000657;AMANCO TUBO SOLDAVEL 75 MM - 6M;272.70;227.30;0.00;0.00;0.00
00000000000658;AMANCO TUBO SOLDAVEL 85 MM - 6 M;366.00;305.02;0.00;0.00;0.00
00000000000675;KALA AMASSADOR LATA 473ML;82.85;69.00;0.00;0.00;0.00
00000000000676;ANCINHO 10 DENTES;9.50;7.90;0.00;0.00;0.00
00000000000677;ANCINHO 12 DENTES;13.55;11.30;0.00;0.00;0.00
00000000000678;ANCINHO 14 DENTES;13.80;11.50;0.00;0.00;0.00
00000000000679;ANCINHO 16 DENTES;14.85;12.37;0.00;0.00;0.00
00000000000681;MINASUL ANCINHO C/ CABO 14 DENTES;20.40;16.99;0.00;0.00;0.00
00000000000683;ANEL DE BORRACHA 150;11.95;9.95;0.00;0.00;0.00
00000000000684;ANEL DE BORRACHA 200;16.00;14.00;0.00;0.00;0.00
00000000000685;ANEL DE BORRACHA 40;1.60;1.30;0.00;0.00;0.00
00000000000686;ANEL DE BORRACHA 50;1.80;1.50;0.00;0.00;0.00
00000000000687;ANEL DE BORRACHA 75;2.50;2.05;0.00;0.00;0.00
00000000000688;ANEL DE BORRACHA 100;3.25;2.70;0.00;0.00;0.00
00000000000690;MAXSEAL ANEL P/SANITARIO ;13.99;11.65;0.00;0.00;0.00
00000000000694;BRASFORMA ANTENA P/TV DIGITAL E ANALOGICA EXT SL 1600V;42.00;35.00;0.00;0.00;0.00
00000000000696;CID APARADOR ELETRICO 2 FIOS 1000W 127V;299.88;249.90;0.00;0.00;0.00
00000000000697;FOXLUX APLICADOR DE COLA QUENTE 15W;34.49;28.90;0.00;0.00;0.00
00000000000698;COMPEL ESPATULA P/MASSA ;2.30;2.00;0.00;0.00;0.00
00000000000702;FOXLUX APLICADOR DE COLA QUENTE 40 W;48.16;40.15;0.00;0.00;0.00
00000000000703;ARAFORROS PORTA SANFONADA 60 BEGE;100.80;83.99;0.00;0.00;0.00
00000000000704;ARAFORROS PORTA SANFONADA 60 CINZA;100.80;83.99;0.00;0.00;0.00
00000000000705;ARAFORROS PORTA SANFONADA 70 BEGE;116.50;97.49;0.00;0.00;0.00
00000000000706;ARAFORROS PORTA SANFONADA 70 CINZA;116.50;97.49;0.00;0.00;0.00
00000000000707;ARAFORROS PORTA SANFONADA 80 BEGE;130.39;108.99;0.00;0.00;0.00
00000000000708;TEKBOND ARALDITE HOBBY 16 G ;26.30;18.55;0.00;0.00;0.00
00000000000709;ARAME FARPADO 100M;119.00;99.00;0.00;0.00;0.00
00000000000711;ARAME GALVANIZADO 14 - 10 METROS;11.90;9.90;0.00;0.00;0.00
00000000000712;ARAME GALVANIZADO 16 - 10 METROS;8.80;7.30;0.00;0.00;0.00
00000000000713;ARAME GALVANIZADO 18 - 10 METROS;6.48;5.25;0.00;0.00;0.00
00000000000714;ARAME GALVANIZADO 20 - 10 METROS;5.55;4.60;0.00;0.00;0.00
00000000000715;ARAME GALVANIZADO ROLO DE KG 14 ;21.50;17.95;0.00;0.00;0.00
00000000000716;ARAME GALVANIZADO ROLO DE KG 16;22.35;18.60;0.00;0.00;0.00
00000000000717;ARAME GALVANIZADO ROLO DE KG 18;22.45;18.70;0.00;0.00;0.00
00000000000718;ARAME GALVANIZADO ROLO DE KG 20;22.99;19.15;0.00;0.00;0.00
00000000000719;STAR ARAME P/SOLDA 1.59MM;0.60;0.50;0.00;0.00;0.00
00000000000720;ARAME QUEIMADO/PRETO 1 KG;15.55;12.95;0.00;0.00;0.00
00000000000721;ARAME QUEIMADO 1/2 KG;8.98;7.50;0.00;0.00;0.00
00000000000740;GERDAU ESTRIBO 7X17;1.20;1.00;0.00;0.00;0.00
00000000000741;GERDAU ESTRIBO 7X20;1.45;1.20;0.00;0.00;0.00
00000000000743;GERDAU ESTRIBO 7X27;1.75;1.45;0.00;0.00;0.00
00000000000745;GUEPAR ARCO DE SERRA REG. N 12 PROF. CROMADO ;33.54;27.95;0.00;0.00;0.00
00000000000747;STARFER ARCO P/SERRA LENHADOR 24;41.13;34.90;0.00;0.00;0.00
00000000000748;STARRETT ARCO P/SERRA 140;47.99;39.99;0.00;0.00;0.00
00000000000749;AREIA LAVADA METRO;110.00;90.00;0.00;0.00;0.00
00000000000750;AREIA QUARTZ 0,65 A 0,75 MM PARA FILTRO DE PISCINA;35.29;29.41;33.51;32.74;29.41
00000000000751;AREJADOR P/TORNEIRA JAPONES;3.98;3.31;0.00;0.00;0.00
00000000000757;ARGAMIL ARGAMASSA TIJOLO DE VIDRO 5 KILOS;17.18;14.90;0.00;0.00;0.00
00000000000758;ARGAMIL ARGAMASSA  07 FUNÇÕES;32.30;26.90;23.90;0.00;0.00
00000000000760;ARGAMIL ARGAMASSA EXTERNA;22.40;18.70;16.99;0.00;0.00
00000000000761;ARGAMIL ARGAMASSA INTERNA;10.49;8.70;7.50;0.00;0.00
00000000000762;ARGAMIL ARGAMASSA PISO SOBRE PISO 20KG;32.30;26.90;23.90;0.00;0.00
00000000000763;ARGAMIL CIMENTO BRANCO 1 KG;5.70;4.80;0.00;0.00;0.00
00000000000764;ARGAMIL MULTI-USO 20KG;12.60;10.50;0.00;0.00;0.00
00000000000765;ARGAMIL REJUNTE COR AREIA;4.60;3.80;0.00;0.00;0.00
00000000000766;ARGAMIL REJUNTE COR AZUL CELESTE;4.60;3.80;0.00;0.00;0.00
00000000000767;ARGAMIL REJUNTE COR BEGE;4.60;3.80;0.00;0.00;0.00
00000000000768;ARGAMIL REJUNTE COR BRANCO;4.60;3.80;0.00;0.00;0.00
00000000000769;ARGAMIL REJUNTE COR CAMURCA;4.60;3.80;0.00;0.00;0.00
00000000000770;ARGAMIL REJUNTE COR CARAMELO;4.60;3.80;0.00;0.00;0.00
00000000000771;ARGAMIL REJUNTE COR CERAMICA;4.60;3.80;0.00;0.00;0.00
00000000000772;ARGAMIL REJUNTE COR CHOCOLATE;4.60;3.80;0.00;0.00;0.00
00000000000773;ARGAMIL REJUNTE COR CINZA ARTICO;4.60;3.80;0.00;0.00;0.00
00000000000774;ARGAMIL REJUNTE COR CINZA OUTONO;4.60;3.80;0.00;0.00;0.00
00000000000775;ARGAMIL REJUNTE COR CINZA PLATINA;4.60;3.80;0.00;0.00;0.00
00000000000776;ARGAMIL REJUNTE COR GELO;4.60;3.80;0.00;0.00;0.00
00000000000777;ARGAMIL REJUNTE COR MARFIM;4.60;3.80;0.00;0.00;0.00
00000000000778;ARGAMIL REJUNTE COR MARROM;4.60;3.80;0.00;0.00;0.00
00000000000779;ARGAMIL REJUNTE COR OCRE;4.60;3.80;0.00;0.00;0.00
00000000000780;ARGAMIL REJUNTE COR PALHA;4.60;3.80;0.00;0.00;0.00
00000000000781;ARGAMIL REJUNTE COR PESSEGO;4.60;3.80;0.00;0.00;0.00
00000000000782;ARGAMIL REJUNTE COR PRETO GRAFITE;4.60;3.80;0.00;0.00;0.00
00000000000783;ARGAMIL REJUNTE COR SALMAO;4.60;3.80;0.00;0.00;0.00
00000000000784;ARGAMIL REJUNTE COR VERDE AGUA;4.60;3.80;0.00;0.00;0.00
00000000000785;ARGAMIL REJUNTE COR VERDE FOLHA;4.60;3.80;0.00;0.00;0.00
00000000000786;ARGAMIL TRICAL V 130 - 7 KG;11.90;9.90;0.00;0.00;0.00
00000000000792;ARRUELA LISA ZINCADA 5/16;0.25;0.20;0.00;0.00;0.00
00000000000795;ARRUELA LISA ZINCADA 1/4;0.20;0.15;0.00;0.00;0.00
00000000000796;ARRUELA LISA ZINCADA 3/16;0.15;0.10;0.00;0.00;0.00
00000000000797;ARRUELA LISA ZINCADA 3/8;0.25;0.20;0.00;0.00;0.00
00000000000798;ARRUELA P/ELETRODUTO 1;1.15;0.95;0.00;0.00;0.00
00000000000799;ARRUELA P/ELERODUTO 1 1/2;1.64;1.40;0.00;0.00;0.00
00000000000800;ARRUELA P/ELETRODUTO 1 1/4;1.80;1.50;0.00;0.00;0.00
00000000000801;ARRUELA P/ELETRODUTO 3/4;0.96;0.80;0.00;0.00;0.00
00000000000802;MEBUKI ASSENTO ELEVADO 13,5 CM C/TAMPA ;180.68;150.60;0.00;0.00;0.00
00000000000803;MEBUKI ASSENTO ELEVADO 7,5 CM C/TAMPA;158.10;131.75;0.00;0.00;0.00
00000000000804;MEBUKI ASSENTO OVAL ALMOF SLIM AREIA;78.60;65.50;0.00;0.00;0.00
00000000000805;MEBUKI ASSENTO OVAL ALMOF SLIM BRANCO ;78.60;65.50;0.00;0.00;0.00
00000000000806;MEBUKI ASSENTO OVAL ALMOF SLIM CINZA ;78.60;65.50;0.00;0.00;0.00
00000000000807;MEBUKI ASSENTO OVAL ALMOF SLIM PRETO ;78.60;65.50;0.00;0.00;0.00
00000000000808;MEBUKI ASSENTO RETANGULAR ALMOF AREIA ;97.92;81.60;0.00;0.00;0.00
00000000000809;MEBUKI ASSENTO RETANGULAR ALMOF BRANCA;97.92;81.60;0.00;0.00;0.00
00000000000810;MEBUKI ASSENTO RETANGULAR ALMOF CINZA;97.92;81.60;0.00;0.00;0.00
00000000000823;ASTRA ASSENTO THEMA ALMOFADADO TTH/K BCO 01;159.33;132.80;0.00;0.00;0.00
00000000000824;ASTRA ASSENTOP PARIS/SABATINI ALMOFADADO TTP/K NV-89;157.50;132.80;0.00;0.00;0.00
00000000000825;ASTRA BACIA PLASTICA 20 LITROS ARG-BR;31.30;26.10;0.00;0.00;0.00
00000000000826;ASTRA BACIA PLASTICA 20 LITROS BR-BR;31.30;26.10;0.00;0.00;0.00
00000000000827;ASTRA BACIA PLASTICA 20 LITROS MRC-BR;31.30;26.10;29.72;0.00;0.00
00000000000828;ASTRA BACIA PLASTICA 20 LITROS SPR-BR;31.30;26.10;0.00;0.00;0.00
00000000000829;ASTRA BACIA PLASTICA 20 LITROS TAN-BR;31.30;26.10;0.00;0.00;0.00
00000000000830;ASTRA BACIA PLASTICA 20 LITROS UVA-BR;31.30;26.10;0.00;0.00;0.00
00000000000831;ASTRA BALDE PLASTICO 08 LITROS ARG-BR;19.65;16.35;0.00;0.00;0.00
00000000000832;ASTRA BALDE PLASTICO 08 LITROS BRD-BR;19.65;16.35;0.00;0.00;0.00
00000000000833;ASTRA BALDE PLASTICO 08 LITROS SPR-BR;19.65;16.35;0.00;0.00;0.00
00000000000834;ASTRA BALDE PLASTICO 08 LITROS TAN-BR;19.65;16.35;0.00;0.00;0.00
00000000000835;ASTRA BALDE PLASTICO 08 LITROS UVA-BR;19.65;16.35;0.00;0.00;0.00
00000000000836;ASTRA BALDE PLASTICO 12 LITROS ARG-BR;25.74;21.45;24.44;23.88;21.45
00000000000837;ASTRA BALDE PLÁSTICO 12 LITROS BBR-BR;25.75;21.50;0.00;0.00;0.00
00000000000838;ASTRA BALDE PLASTICO 12 LITROS MRC-BR;25.75;21.50;0.00;0.00;0.00
00000000000839;ASTRA BALDE PLASTICO 12 LITROS SPR-BR;25.75;21.50;0.00;0.00;0.00
00000000000840;ASTRA BALDE PLASTICO 12 LITROS TAN-BR;25.75;21.50;0.00;0.00;0.00
00000000000841;ASTRA BALDE PLASTICO 12 LITROS UVA-BR;25.50;21.50;0.00;0.00;0.00
